id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1061963665337917440,https://twitter.com/aborruso/status/1061963665337917440,Mon Nov 12 12:47:22 +0000 2018,2018-11-12 12:47:22+00:00,aborruso,@AndreaDEramo70 @opendatasicilia @dataibi @gpirrotta @nelsonmau @cirospat Qui la curiosità per la seconda cresce :),reply,,,,,0,AndreaDEramo70,1061294098215247872,2999692138,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1317611,Fri Mar 16 22:17:36 +0000 2007,False,The Cat in the Hat Can Map This and That! #data #maps #GIS #baci #condivisione. Orgoglioso di essere presidente di @ondatait,7583,2243,2424,186,Palermo,Andrea Borruso,13247,,https://medium.com/tantotanto,False
1061902290087567364,https://twitter.com/Marcello_Liotta/status/1061902290087567364,Mon Nov 12 08:43:29 +0000 2018,2018-11-12 08:43:29+00:00,Marcello_Liotta,"@CopernicusEU @BeatriceCovassi @regionesicilia @stefanolaterra @virginiapuzzolo @ARPASicilia @ISPRA_Press @aborruso @gbvitrano @opendatasicilia Volcanic plume fingerprint in the groundwater of a persistently degassing basaltic volcano: Mt. Etna
https://t.co/qoWYWBOgGa",reply,,,,https://www.sciencedirect.com/science/article/pii/S0009254116301632,1,CopernicusEU,1061181818110648321,978604706,en,,False,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2527427366,Tue May 27 13:00:20 +0000 2014,False,Geochemistry,3,8,49,0,"Palermo, Italy",Marcello LIOTTA,34,,https://sites.google.com/ingv.it/marcello-liotta/,False
1061719437391392768,https://twitter.com/MVCastellani/status/1061719437391392768,Sun Nov 11 20:36:54 +0000 2018,2018-11-11 20:36:54+00:00,MVCastellani,@CopernicusEU @BeatriceCovassi @regionesicilia @stefanolaterra @virginiapuzzolo @ARPASicilia @ISPRA_Press @aborruso @gbvitrano @opendatasicilia @ARPASicilia,reply,,,,,1,CopernicusEU,1061181818110648321,978604706,und,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2354716077,Thu Feb 20 16:09:01 +0000 2014,False,"dipendente pubblico da 20 anni, napoletana, romana di adozione, segue l'innovazione #smartpa #Copernicus, rispetta l'ambiente #SNPA ma soprattutto le persone!",2433,113,259,17,"Roma, Lazio",Maria V. Castellani,2439,,,False
1061704315759411200,https://twitter.com/MauSbogar/status/1061704315759411200,Sun Nov 11 19:36:49 +0000 2018,2018-11-11 19:36:49+00:00,MauSbogar,"@vincpatruno @GiorgiaLodi @gpirrotta @opendatasicilia @G_Stagno @aborruso @dataibi Ottima sintesi,grazie!

Allora lavorare x le 3 C, sfruttando la potenza della quarta.

Qua in #FVG non abbiamo problemi sull'ultima C, e neanche per il V...",reply,,FVG,,,0,vincpatruno,1061695872260599808,102641291,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",333255579,Mon Jul 11 07:24:40 +0000 2011,False,#DIGITALFIRST & #RESILIENZA nell' #INNOVAZIONE   (qui solo opinioni personali),11440,622,683,28,REGIONE FRIULI - VENEZIAGIULIA,Maurizio Sbogar,6442,,http://www.regione.fvg.it,False
1061699989435568130,https://twitter.com/aborruso/status/1061699989435568130,Sun Nov 11 19:19:37 +0000 2018,2018-11-11 19:19:37+00:00,aborruso,"@vincpatruno @MauSbogar @GiorgiaLodi @gpirrotta @opendatasicilia @G_Stagno @dataibi Nomen omen: vince Vincenzo!!

E grazie!!!",reply,,,,,3,vincpatruno,1061695872260599808,102641291,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1317611,Fri Mar 16 22:17:36 +0000 2007,False,The Cat in the Hat Can Map This and That! #data #maps #GIS #baci #condivisione. Orgoglioso di essere presidente di @ondatait,7583,2243,2424,186,Palermo,Andrea Borruso,13247,,https://medium.com/tantotanto,False
1061699728608542720,https://twitter.com/Piersoft/status/1061699728608542720,Sun Nov 11 19:18:35 +0000 2018,2018-11-11 19:18:35+00:00,Piersoft,@cirospat @VBazzarin @G_Stagno @GiorgiaLodi @EU_DataPortal @OpenCoesione @GuardianData @opendatasicilia @gpirrotta @dataibi e tu caro @cirospat sei overquota per bravura e passione. non ne conosco tanti altri nella PA locale che possa capire di cosa stai parlando. cambiando scala su Regioni e PA centrali si. ma tu mi insegni che ci sono oltre 8000 comuni in Italia.. bravo ciro non demordere,reply,,,,,3,cirospat,1061677462046814210,19601283,it,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",137337075,Mon Apr 26 13:32:18 +0000 2010,False,"#Matera2019,#OpenStreetMap,#OpenData, #Coderdojo,#TelegramBot, #Wikitalia,#Sod, #LUM, ex TaskForce Ag Digit Basilicata. Consigliere openData e openGov",38615,8319,5951,396,"Lecce, Puglia",Piersoft,60336,,http://www.piersoft.it,False
1061699341876936706,https://twitter.com/G_Stagno/status/1061699341876936706,Sun Nov 11 19:17:03 +0000 2018,2018-11-11 19:17:03+00:00,G_Stagno,"@vincpatruno @MauSbogar @GiorgiaLodi @gpirrotta @opendatasicilia @aborruso @dataibi Vuoi dire cibo, cibo palermitano😬!!!",reply,,,,,5,vincpatruno,1061695872260599808,102641291,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",352189182,Wed Aug 10 08:12:11 +0000 2011,False,,741,303,967,28,Roma,G. Roberta Stagno,1104,,,False
1061698643185594373,https://twitter.com/ilacopperfild/status/1061698643185594373,Sun Nov 11 19:14:16 +0000 2018,2018-11-11 19:14:16+00:00,ilacopperfild,@cirospat @opendatasicilia @fragleria @MarinaGalluzzo @GiorgiaLodi Un grande sorriso,reply,,,,,3,cirospat,1061528169503776769,19601283,es,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",203934656,Sun Oct 17 14:49:08 +0000 2010,False,non leggo i tw in maiuscolo  #Urbanplanner #collaborativemapping #civictech #mappina,2608,1085,1721,60,"Napoli, Campania",ilaria vitellio,2717,,http://www.mappi-na.it,False
1061695872260599808,https://twitter.com/vincpatruno/status/1061695872260599808,Sun Nov 11 19:03:15 +0000 2018,2018-11-11 19:03:15+00:00,vincpatruno,"@MauSbogar @GiorgiaLodi @gpirrotta @opendatasicilia @G_Stagno @aborruso @dataibi Io direi le tre C. Comunità, Cambiamento, Competenze. Una eventuale quarta C può sicuramente facilitare il tutto. :-)",reply,,,,,11,MauSbogar,1061567832251645952,333255579,it,,,4,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",102641291,Thu Jan 07 10:44:45 +0000 2010,False,"Data manager, #OpenData #OpenGov #ICT and data specialist. Project Manager @istat_it. Vice Pres. of onData, member  Stati Gen Innovazione, co-founder OpenPuglia",2323,1460,1205,134,"Rome, Matera, Bari, Italy, EU",Vincenzo Patruno,2897,,http://vincenzopatruno.org,False
1061683895379394562,https://twitter.com/noordungp/status/1061683895379394562,Sun Nov 11 18:15:40 +0000 2018,2018-11-11 18:15:40+00:00,noordungp,@cirospat @VBazzarin @G_Stagno @GiorgiaLodi @EU_DataPortal @OpenCoesione @GuardianData @opendatasicilia @gpirrotta @dataibi @OpenContent_IT applicare le #ontologie è un passo evolutivo necessario e naturale,reply,,ontologie,,,3,cirospat,1061679814170566656,19601283,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061682132093976576,https://twitter.com/noordungp/status/1061682132093976576,Sun Nov 11 18:08:40 +0000 2018,2018-11-11 18:08:40+00:00,noordungp,"@cirospat @VBazzarin @G_Stagno @GiorgiaLodi @EU_DataPortal @OpenCoesione @GuardianData @opendatasicilia @gpirrotta @dataibi @OpenContent_IT creando così dati già nativamente Linked, al fine di realizzare la quasi mitologica #InteroperabilitàSemantica",reply,,InteroperabilitàSemantica,,,2,cirospat,1061678605099548672,19601283,it,,,1,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061679814170566656,https://twitter.com/cirospat/status/1061679814170566656,Sun Nov 11 17:59:27 +0000 2018,2018-11-11 17:59:27+00:00,cirospat,@VBazzarin @G_Stagno @GiorgiaLodi @EU_DataPortal @OpenCoesione @GuardianData @opendatasicilia @gpirrotta @dataibi @OpenContent_IT Ho troppo interesse sull'applicazione concreta delle #ontologie negli applicativi gestionali della #PA. Scriverò un post su medium per meglio descrivere questo fabbisogno. Unire il mondo di chi modella ontologie al mondo pubblico di chi commissiona software x erogazione servizi,reply,,ontologie PA,,,10,cirospat,1061678605099548672,19601283,it,,,2,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",19601283,Tue Jan 27 16:54:00 +0000 2009,False,cultura:  #ICT #OpenData #DB #Maps #Digital #OpenGov #Rainforest #ServiceCoDesign #CrowdSourcing,3230,1174,898,85,,Ciro Spataro,5985,,http://cirospat.readthedocs.io,False
1061678605099548672,https://twitter.com/cirospat/status/1061678605099548672,Sun Nov 11 17:54:39 +0000 2018,2018-11-11 17:54:39+00:00,cirospat,"@VBazzarin @G_Stagno @GiorgiaLodi @EU_DataPortal @OpenCoesione @GuardianData @opendatasicilia @gpirrotta @dataibi Penso sia utilissimo/indispensabile unire il mondo delle ontologie di #OntoPiA al mondo dei software della #PA per gestire digitalmente processi interni e servizi all'utenza. @OpenContent_IT in effetti è già partito su questo fronte! Dovremmo lavorare su questo, IMO",reply,,OntoPiA PA,,,7,cirospat,1061677462046814210,19601283,it,,,4,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",19601283,Tue Jan 27 16:54:00 +0000 2009,False,cultura:  #ICT #OpenData #DB #Maps #Digital #OpenGov #Rainforest #ServiceCoDesign #CrowdSourcing,3230,1174,898,85,,Ciro Spataro,5985,,http://cirospat.readthedocs.io,False
1061677462046814210,https://twitter.com/cirospat/status/1061677462046814210,Sun Nov 11 17:50:06 +0000 2018,2018-11-11 17:50:06+00:00,cirospat,"@VBazzarin @G_Stagno @GiorgiaLodi @EU_DataPortal @OpenCoesione @GuardianData @opendatasicilia Grazie. Bisognerebbe fare divulgazione per not skilled impiegati della PA come me, tipo la didattica usata a #ods18 da diverse persone @GiorgiaLodi @gpirrotta @dataibi. Lo dico come esigenza personale di conoscenza da utilizzare poi negli applicativi gestionali del mio comune",reply,,ods18,,,6,VBazzarin,1060850712589012992,81105552,it,,,1,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",19601283,Tue Jan 27 16:54:00 +0000 2009,False,cultura:  #ICT #OpenData #DB #Maps #Digital #OpenGov #Rainforest #ServiceCoDesign #CrowdSourcing,3230,1174,898,85,,Ciro Spataro,5985,,http://cirospat.readthedocs.io,False
1061667584486133761,https://twitter.com/noordungp/status/1061667584486133761,Sun Nov 11 17:10:51 +0000 2018,2018-11-11 17:10:51+00:00,noordungp,"@aborruso @opendatasicilia Anch'io, caro @aborruso. Quello che porto a casa va oltre tutte le mie aspettative: ho scoperto un gruppo affiatato, grazie al quale ho ritrovato la carica per proseguire sul percorso iniziato 4 anni fa. Grazie @opendatasicilia.",reply,,,,,7,aborruso,1061403778681896960,1317611,it,,,2,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1550271426,Thu Jun 27 10:24:49 +0000 2013,False,"#Computerengineer, #linux lover, #pythoneer, #OpenData & #LinkedData enthusiast,  #swimming through life. Personal opinions only.",9340,220,556,10,Gorica/Görz/Gorizia/Gurize,Paolo Posillipo,5566,,,False
1061590133831581696,https://twitter.com/gbvitrano/status/1061590133831581696,Sun Nov 11 12:03:05 +0000 2018,2018-11-11 12:03:05+00:00,gbvitrano,#Mappa https://t.co/kyIoIjmV3d Deputati della XVII Legislatura Assemblea Regionale Siciliana distribuiti per collegio di elezione #Sicilia grazie all'eccezzionale lavoro di @gpirrotta e @dataibi https://t.co/xiSTx6LhrG #ods18 @opendatasicilia #SPARQL https://t.co/DOn3nXXIfH,original,,Mappa Sicilia ods18 SPARQL,https://pbs.twimg.com/media/DruFjW6X0AAVz3V.jpg,https://goo.gl/GxU4Yc http://openars.org,15,,,,it,,False,10,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",716143675416395776,Sat Apr 02 06:02:12 +0000 2016,False,#Maker #OpenData #OpenStreetMap #Gis #Qgis #Webgis #WebMapping #Opensurce #Webdesign #Webmasters https://t.co/ZVT9MeQWjw,2771,162,118,9,"Palermo, Sicilia",gb vitrano,435,,https://coseerobe.gbvitrano.it/,False
1061587002083151875,https://twitter.com/giuragu/status/1061587002083151875,Sun Nov 11 11:50:39 +0000 2018,2018-11-11 11:50:39+00:00,giuragu,@MarinaGalluzzo @cirospat @opendatasicilia @fragleria @GiorgiaLodi @ilacopperfild @aborruso @dataibi @gpirrotta Grazie anche a te @MarinaGalluzzo! Nelle tue parole i mille colori di questi giorni. Bellissimi momenti e speranze condivise. Alla prossima!,reply,,,,,6,MarinaGalluzzo,1061558172777959424,1012989822,it,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",995307336,Fri Dec 07 15:44:18 +0000 2012,False,Tra il dire e il fare c'è di mezzo...la volontà,263,188,372,10,,Giuseppe Ragusa,310,,,False
1061567832251645952,https://twitter.com/MauSbogar/status/1061567832251645952,Sun Nov 11 10:34:28 +0000 2018,2018-11-11 10:34:28+00:00,MauSbogar,@vincpatruno @GiorgiaLodi @gpirrotta @opendatasicilia @G_Stagno @aborruso @dataibi E quindi qual'e' in sintesi l'insegnamento finale dell'ottima iniziativa  #ods18 da usare in tutti i luoghi in cui si fa #OpenData?,reply,,ods18 OpenData,,,0,vincpatruno,1061202540057034752,102641291,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",333255579,Mon Jul 11 07:24:40 +0000 2011,False,#DIGITALFIRST & #RESILIENZA nell' #INNOVAZIONE   (qui solo opinioni personali),11440,622,683,28,REGIONE FRIULI - VENEZIAGIULIA,Maurizio Sbogar,6442,,http://www.regione.fvg.it,False
1061558172777959424,https://twitter.com/MarinaGalluzzo/status/1061558172777959424,Sun Nov 11 09:56:05 +0000 2018,2018-11-11 09:56:05+00:00,MarinaGalluzzo,"@cirospat @opendatasicilia @fragleria @GiorgiaLodi @ilacopperfild Mi porto a casa il bello dello stare insieme, nuovi incontri e belle amicizie, le tante cose che ho imparato, la bellezza di Palermo, l’entusiasmo del fare. Grazie di cuore @aborruso @dataibi @cirospat @giuragu @gpirrotta e a tutta la grande #comunità @opendatasicilia",reply,,comunità,,,11,cirospat,1061528169503776769,19601283,it,,,2,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1012989822,Sat Dec 15 11:18:25 +0000 2012,False,"Comunicatore pubblico, #SMM cultura e musei, giurista digitale con la passione per #trasparenza #opendata e #PA Digitale. Sognatrice da sempre.",4694,566,1105,22,"Udine, Friuli-Venezia Giulia",marinagalluzzo,4251,,,False
1061528169503776769,https://twitter.com/cirospat/status/1061528169503776769,Sun Nov 11 07:56:52 +0000 2018,2018-11-11 07:56:52+00:00,cirospat,"Buon viaggio di ritorno a casa alle donne di @opendatasicilia
@fragleria @MarinaGalluzzo @GiorgiaLodi @ilacopperfild
Grazie della vostra compagnia e per i vostri input. https://t.co/LbvSPR7A2U",original,,,https://pbs.twimg.com/media/DrtOOcgWoAAXHxl.jpg,,14,,,,it,,False,1,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",19601283,Tue Jan 27 16:54:00 +0000 2009,False,cultura:  #ICT #OpenData #DB #Maps #Digital #OpenGov #Rainforest #ServiceCoDesign #CrowdSourcing,3230,1174,898,85,,Ciro Spataro,5985,,http://cirospat.readthedocs.io,False
1061403778681896960,https://twitter.com/aborruso/status/1061403778681896960,Sat Nov 10 23:42:35 +0000 2018,2018-11-10 23:42:35+00:00,aborruso,"Siamo giunti al termine dei due giorni di #ods18 di @opendatasicilia. Ne esco frastornato positivamente, arricchito, contento e orgoglioso. Grazie mille a tutti https://t.co/3IaiAgFQWA",original,,ods18,https://pbs.twimg.com/media/DrrdGirWwAEtLaz.jpg,,37,,,,it,,False,7,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1317611,Fri Mar 16 22:17:36 +0000 2007,False,The Cat in the Hat Can Map This and That! #data #maps #GIS #baci #condivisione. Orgoglioso di essere presidente di @ondatait,7583,2243,2424,186,Palermo,Andrea Borruso,13247,,https://medium.com/tantotanto,False
1061397140344393729,https://twitter.com/aborruso/status/1061397140344393729,Sat Nov 10 23:16:12 +0000 2018,2018-11-10 23:16:12+00:00,aborruso,@AndreaDEramo70 @opendatasicilia @dataibi @gpirrotta @nelsonmau @cirospat Ahahahah. Non vedo l'ora di scoprire gli altri 6. E grazie!,reply,,,,,1,AndreaDEramo70,1061294098215247872,2999692138,it,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1317611,Fri Mar 16 22:17:36 +0000 2007,False,The Cat in the Hat Can Map This and That! #data #maps #GIS #baci #condivisione. Orgoglioso di essere presidente di @ondatait,7583,2243,2424,186,Palermo,Andrea Borruso,13247,,https://medium.com/tantotanto,False
1061378632294240257,https://twitter.com/nelsonmau/status/1061378632294240257,Sat Nov 10 22:02:40 +0000 2018,2018-11-10 22:02:40+00:00,nelsonmau,Ad #ods18 è stata scoperta l'identità di @openantani,original,,ods18,,,11,,,,it,,,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",142217594,Mon May 10 08:35:42 +0000 2010,False,"Data journalist since 2012, co-founder of https://t.co/RRUSsjJ3CE & https://t.co/WXnLtVUbpO | 🏆Data Journalism Award & European Press Prize winning",3081,3485,1344,325,"Milan, Lombardy",Andrea Nelson Mauro,13027,,http://www.dataninja.it,False
